Date      , Rainfall_mm, Year, Month    , Day_of_Month, Day_of_Year, Week_of_Year, Is_Weekend, Cumulative_Monsoon_Rainfall_mm, Days_Since_Last_Rain
04-08-2022,         0  , 2022, August   ,            4,         216,           31,          0,                          106.1,                    1
05-08-2022,         0  , 2022, August   ,            5,         217,           31,          0,                          106.1,                    2
06-08-2022,         0  , 2022, August   ,            6,         218,           31,          0,                          106.1,                    3
07-08-2022,         0  , 2022, August   ,            7,         219,           32,          1,                          106.1,                    4
08-08-2022,         0  , 2022, August   ,            8,         220,           32,          0,                          106.1,                    5
09-08-2022,         0  , 2022, August   ,            9,         221,           32,          0,                          106.1,                    6
10-08-2022,         0  , 2022, August   ,           10,         222,           32,          0,                          106.1,                    7
11-08-2022,         0  , 2022, August   ,           11,         223,           32,          0,                          106.1,                    8
12-08-2022,         0  , 2022, August   ,           12,         224,           32,          0,                          106.1,                    9
13-08-2022,         0  , 2022, August   ,           13,         225,           32,          0,                          106.1,                   10
14-08-2022,         0  , 2022, August   ,           14,         226,           33,          1,                          106.1,                   11
15-08-2022,         0  , 2022, August   ,           15,         227,           33,          0,                          106.1,                   12
16-08-2022,         0  , 2022, August   ,           16,         228,           33,          0,                          106.1,                   13
17-08-2022,         0  , 2022, August   ,           17,         229,           33,          0,                          106.1,                   14
18-08-2022,         0  , 2022, August   ,           18,         230,           33,          0,                          106.1,                   15
19-08-2022,         0  , 2022, August   ,           19,         231,           33,          0,                          106.1,                   16
20-08-2022,         0  , 2022, August   ,           20,         232,           33,          0,                          106.1,                   17
21-08-2022,         0  , 2022, August   ,           21,         233,           34,          1,                          106.1,                   18
22-08-2022,         0  , 2022, August   ,           22,         234,           34,          0,                          106.1,                   19
23-08-2022,         0  , 2022, August   ,           23,         235,           34,          0,                          106.1,                   20
24-08-2022,         0  , 2022, August   ,           24,         236,           34,          0,                          106.1,                   21
25-08-2022,         0  , 2022, August   ,           25,         237,           34,          0,                          106.1,                   22
26-08-2022,         0  , 2022, August   ,           26,         238,           34,          0,                          106.1,                   23
27-08-2022,         0  , 2022, August   ,           27,         239,           34,          0,                          106.1,                   24
28-08-2022,         0  , 2022, August   ,           28,         240,           35,          1,                          106.1,                   25
29-08-2022,         0  , 2022, August   ,           29,         241,           35,          0,                          106.1,                   26
30-08-2022,         0  , 2022, August   ,           30,         242,           35,          0,                          106.1,                   27
31-08-2022,         0  , 2022, August   ,           31,         243,           35,          0,                          106.1,                   28
01-09-2022,         8  , 2022, September,            1,         244,           35,          0,                          114.1,                    0
02-09-2022,        15.5, 2022, September,            2,         245,           35,          0,                          129.6,                    0
03-09-2022,         3  , 2022, September,            3,         246,           35,          0,                          132.6,                    0
04-09-2022,         0  , 2022, September,            4,         247,           36,          1,                          132.6,                    1
05-09-2022,         0  , 2022, September,            5,         248,           36,          0,                          132.6,                    2
06-09-2022,         0  , 2022, September,            6,         249,           36,          0,                          132.6,                    3
07-09-2022,         0  , 2022, September,            7,         250,           36,          0,                          132.6,                    4
08-09-2022,         0  , 2022, September,            8,         251,           36,          0,                          132.6,                    5
09-09-2022,         0  , 2022, September,            9,         252,           36,          0,                          132.6,                    6
10-09-2022,         0  , 2022, September,           10,         253,           36,          0,                          132.6,                    7
11-09-2022,         0  , 2022, September,           11,         254,           37,          1,                          132.6,                    8
12-09-2022,         0  , 2022, September,           12,         255,           37,          0,                          132.6,                    9
13-09-2022,         0  , 2022, September,           13,         256,           37,          0,                          132.6,                   10
14-09-2022,         0  , 2022, September,           14,         257,           37,          0,                          132.6,                   11
15-09-2022,         0  , 2022, September,           15,         258,           37,          0,                          132.6,                   12
16-09-2022,         0  , 2022, September,           16,         259,           37,          0,                          132.6,                   13
17-09-2022,         0  , 2022, September,           17,         260,           37,          0,                          132.6,                   14
18-09-2022,         0  , 2022, September,           18,         261,           38,          1,                          132.6,                   15
19-09-2022,         0  , 2022, September,           19,         262,           38,          0,                          132.6,                   16
20-09-2022,         0  , 2022, September,           20,         263,           38,          0,                          132.6,                   17
21-09-2022,         0  , 2022, September,           21,         264,           38,          0,                          132.6,                   18
22-09-2022,         0  , 2022, September,           22,         265,           38,          0,                          132.6,                   19
23-09-2022,         0  , 2022, September,           23,         266,           38,          0,                          132.6,                   20
24-09-2022,         0  , 2022, September,           24,         267,           38,          0,                          132.6,                   21
25-09-2022,         0  , 2022, September,           25,         268,           39,          1,                          132.6,                   22
26-09-2022,         0  , 2022, September,           26,         269,           39,          0,                          132.6,                   23
27-09-2022,         0  , 2022, September,           27,         270,           39,          0,                          132.6,                   24
28-09-2022,         0  , 2022, September,           28,         271,           39,          0,                          132.6,                   25
29-09-2022,         0  , 2022, September,           29,         272,           39,          0,                          132.6,                   26
30-09-2022,         0  , 2022, September,           30,         273,           39,          0,                          132.6,                   27
01-06-2023,         0  , 2023, June     ,            1,         152,           22,          0,                            0  ,                    1
02-06-2023,         0  , 2023, June     ,            2,         153,           22,          0,                            0  ,                    2
03-06-2023,         0  , 2023, June     ,            3,         154,           22,          0,                            0  ,                    3
04-06-2023,         0  , 2023, June     ,            4,         155,           23,          1,                            0  ,                    4
05-06-2023,         0  , 2023, June     ,            5,         156,           23,          0,                            0  ,                    5
06-06-2023,         0  , 2023, June     ,            6,         157,           23,          0,                            0  ,                    6
07-06-2023,         0  , 2023, June     ,            7,         158,           23,          0,                            0  ,                    7
08-06-2023,         0  , 2023, June     ,            8,         159,           23,          0,                            0  ,                    8
09-06-2023,         0  , 2023, June     ,            9,         160,           23,          0,                            0  ,                    9
10-06-2023,         0  , 2023, June     ,           10,         161,           23,          0,                            0  ,                   10
11-06-2023,         0  , 2023, June     ,           11,         162,           24,          1,                            0  ,                   11
12-06-2023,         0  , 2023, June     ,           12,         163,           24,          0,                            0  ,                   12
13-06-2023,         0  , 2023, June     ,           13,         164,           24,          0,                            0  ,                   13
14-06-2023,         0  , 2023, June     ,           14,         165,           24,          0,                            0  ,                   14
15-06-2023,         0  , 2023, June     ,           15,         166,           24,          0,                            0  ,                   15
16-06-2023,         0  , 2023, June     ,           16,         167,           24,          0,                            0  ,                   16
17-06-2023,         0  , 2023, June     ,           17,         168,           24,          0,                            0  ,                   17
18-06-2023,         0  , 2023, June     ,           18,         169,           25,          1,                            0  ,                   18
19-06-2023,         0  , 2023, June     ,           19,         170,           25,          0,                            0  ,                   19
20-06-2023,         0  , 2023, June     ,           20,         171,           25,          0,                            0  ,                   20
21-06-2023,         0  , 2023, June     ,           21,         172,           25,          0,                            0  ,                   21
22-06-2023,         0  , 2023, June     ,           22,         173,           25,          0,                            0  ,                   22
23-06-2023,         0  , 2023, June     ,           23,         174,           25,          0,                            0  ,                   23
24-06-2023,         0  , 2023, June     ,           24,         175,           25,          0,                            0  ,                   24
25-06-2023,         0  , 2023, June     ,           25,         176,           26,          1,                            0  ,                   25
26-06-2023,        10  , 2023, June     ,           26,         177,           26,          0,                           10  ,                    0
27-06-2023,        20.1, 2023, June     ,           27,         178,           26,          0,                           30.1,                    0
28-06-2023,         5.5, 2023, June     ,           28,         179,           26,          0,                           35.6,                    0
29-06-2023,         0  , 2023, June     ,           29,         180,           26,          0,                           35.6,                    1
30-06-2023,         0  , 2023, June     ,           30,         181,           26,          0,                           35.6,                    2
01-07-2023,         0  , 2023, July     ,            1,         182,           26,          0,                           35.6,                    3
02-07-2023,         0  , 2023, July     ,            2,         183,           27,          1,                           35.6,                    4
03-07-2023,        20  , 2023, July     ,            3,         184,           27,          0,                           55.6,                    0
04-07-2023,        45.2, 2023, July     ,            4,         185,           27,          0,                          100.8,                    0
05-07-2023,        10.1, 2023, July     ,            5,         186,           27,          0,                          110.9,                    0
06-07-2023,         0  , 2023, July     ,            6,         187,           27,          0,                          110.9,                    1
07-07-2023,         0  , 2023, July     ,            7,         188,           27,          0,                          110.9,                    2
08-07-2023,         0  , 2023, July     ,            8,         189,           27,          0,                          110.9,                    3
09-07-2023,         0  , 2023, July     ,            9,         190,           28,          1,                          110.9,                    4
10-07-2023,         0  , 2023, July     ,           10,         191,           28,          0,                          110.9,                    5
11-07-2023,         0  , 2023, July     ,           11,         192,           28,          0,                          110.9,                    6
12-07-2023,         0  , 2023, July     ,           12,         193,           28,          0,                          110.9,                    7
13-07-2023,         0  , 2023, July     ,           13,         194,           28,          0,                          110.9,                    8
14-07-2023,         0  , 2023, July     ,           14,         195,           28,          0,                          110.9,                    9
15-07-2023,         0  , 2023, July     ,           15,         196,           28,          0,                          110.9,                   10
16-07-2023,         0  , 2023, July     ,           16,         197,           29,          1,                          110.9,                   11
17-07-2023,         0  , 2023, July     ,           17,         198,           29,          0,                          110.9,                   12
18-07-2023,         0  , 2023, July     ,           18,         199,           29,          0,                          110.9,                   13
19-07-2023,         0  , 2023, July     ,           19,         200,           29,          0,                          110.9,                   14
20-07-2023,         0  , 2023, July     ,           20,         201,           29,          0,                          110.9,                   15
21-07-2023,         0  , 2023, July     ,           21,         202,           29,          0,                          110.9,                   16
22-07-2023,         0  , 2023, July     ,           22,         203,           29,          0,                          110.9,                   17
23-07-2023,         0  , 2023, July     ,           23,         204,           30,          1,                          110.9,                   18
24-07-2023,         0  , 2023, July     ,           24,         205,           30,          0,                          110.9,                   19
25-07-2023,         0  , 2023, July     ,           25,         206,           30,          0,                          110.9,                   20
26-07-2023,         0  , 2023, July     ,           26,         207,           30,          0,                          110.9,                   21
27-07-2023,         0  , 2023, July     ,           27,         208,           30,          0,                          110.9,                   22
28-07-2023,         0  , 2023, July     ,           28,         209,           30,          0,                          110.9,                   23
29-07-2023,         0  , 2023, July     ,           29,         210,           30,          0,                          110.9,                   24
30-07-2023,         0  , 2023, July     ,           30,         211,           31,          1,                          110.9,                   25
31-07-2023,         0  , 2023, July     ,           31,         212,           31,          0,                          110.9,                   26
01-08-2023,        25.5, 2023, August   ,            1,         213,           31,          0,                          136.4,                    0
02-08-2023,        50.1, 2023, August   ,            2,         214,           31,          0,                          186.5,                    0
03-08-2023,        15.2, 2023, August   ,            3,         215,           31,          0,                          201.7,                    0
04-08-2023,         0  , 2023, August   ,            4,         216,           31,          0,                          201.7,                    1
05-08-2023,         0  , 2023, August   ,            5,         217,           31,          0,                          201.7,                    2
06-08-2023,         0  , 2023, August   ,            6,         218,           32,          1,                          201.7,                    3
07-08-2023,         0  , 2023, August   ,            7,         219,           32,          0,                          201.7,                    4
08-08-2023,         0  , 2023, August   ,            8,         220,           32,          0,                          201.7,                    5
09-08-2023,         0  , 2023, August   ,            9,         221,           32,          0,                          201.7,                    6
10-08-2023,         0  , 2023, August   ,           10,         222,           32,          0,                          201.7,                    7
11-08-2023,         0  , 2023, August   ,           11,         223,           32,          0,                          201.7,                    8
12-08-2023,         0  , 2023, August   ,           12,         224,           32,          0,                          201.7,                    9
13-08-2023,         0  , 2023, August   ,           13,         225,           33,          1,                          201.7,                   10
14-08-2023,         0  , 2023, August   ,           14,         226,           33,          0,                          201.7,                   11
15-08-2023,         0  , 2023, August   ,           15,         227,           33,          0,                          201.7,                   12
16-08-2023,         0  , 2023, August   ,           16,         228,           33,          0,                          201.7,                   13
17-08-2023,         0  , 2023, August   ,           17,         229,           33,          0,                          201.7,                   14
18-08-2023,         0  , 2023, August   ,           18,         230,           33,          0,                          201.7,                   15
19-08-2023,         0  , 2023, August   ,           19,         231,           33,          0,                          201.7,                   16
20-08-2023,         0  , 2023, August   ,           20,         232,           34,          1,                          201.7,                   17
21-08-2023,         0  , 2023, August   ,           21,         233,           34,          0,                          201.7,                   18
22-08-2023,         0  , 2023, August   ,           22,         234,           34,          0,                          201.7,                   19
23-08-2023,         0  , 2023, August   ,           23,         235,           34,          0,                          201.7,                   20
24-08-2023,         0  , 2023, August   ,           24,         236,           34,          0,                          201.7,                   21
25-08-2023,         0  , 2023, August   ,           25,         237,           34,          0,                          201.7,                   22
26-08-2023,         0  , 2023, August   ,           26,         238,           34,          0,                          201.7,                   23
27-08-2023,         0  , 2023, August   ,           27,         239,           35,          1,                          201.7,                   24
28-08-2023,         0  , 2023, August   ,           28,         240,           35,          0,                          201.7,                   25
29-08-2023,         0  , 2023, August   ,           29,         241,           35,          0,                          201.7,                   26
30-08-2023,         0  , 2023, August   ,           30,         242,           35,          0,                          201.7,                   27
31-08-2023,         0  , 2023, August   ,           31,         243,           35,          0,                          201.7,                   28
01-09-2023,        25.7, 2023, September,            1,         244,           35,          0,                          227.4,                    0
02-09-2023,        50.1, 2023, September,            2,         245,           35,          0,                          277.5,                    0
03-09-2023,        12.3, 2023, September,            3,         246,           36,          1,                          289.8,                    0
04-09-2023,         0  , 2023, September,            4,         247,           36,          0,                          289.8,                    1
05-09-2023,         0  , 2023, September,            5,         248,           36,          0,                          289.8,                    2
06-09-2023,         0  , 2023, September,            6,         249,           36,          0,                          289.8,                    3
07-09-2023,         0  , 2023, September,            7,         250,           36,          0,                          289.8,                    4
08-09-2023,         0  , 2023, September,            8,         251,           36,          0,                          289.8,                    5
09-09-2023,         0  , 2023, September,            9,         252,           36,          0,                          289.8,                    6
10-09-2023,         0  , 2023, September,           10,         253,           37,          1,                          289.8,                    7
11-09-2023,         0  , 2023, September,           11,         254,           37,          0,                          289.8,                    8
12-09-2023,         0  , 2023, September,           12,         255,           37,          0,                          289.8,                    9
13-09-2023,         0  , 2023, September,           13,         256,           37,          0,                          289.8,                   10
14-09-2023,         0  , 2023, September,           14,         257,           37,          0,                          289.8,                   11
15-09-2023,         0  , 2023, September,           15,         258,           37,          0,                          289.8,                   12
16-09-2023,         0  , 2023, September,           16,         259,           37,          0,                          289.8,                   13
17-09-2023,         0  , 2023, September,           17,         260,           38,          1,                          289.8,                   14
18-09-2023,         0  , 2023, September,           18,         261,           38,          0,                          289.8,                   15
19-09-2023,         0  , 2023, September,           19,         262,           38,          0,                          289.8,                   16
20-09-2023,         0  , 2023, September,           20,         263,           38,          0,                          289.8,                   17
21-09-2023,         0  , 2023, September,           21,         264,           38,          0,                          289.8,                   18
22-09-2023,         0  , 2023, September,           22,         265,           38,          0,                          289.8,                   19
23-09-2023,         0  , 2023, September,           23,         266,           38,          0,                          289.8,                   20
24-09-2023,         0  , 2023, September,           24,         267,           39,          1,                          289.8,                   21
25-09-2023,         0  , 2023, September,           25,         268,           39,          0,                          289.8,                   22
26-09-2023,         0  , 2023, September,           26,         269,           39,          0,                          289.8,                   23
27-09-2023,         0  , 2023, September,           27,         270,           39,          0,                          289.8,                   24
28-09-2023,         0  , 2023, September,           28,         271,           39,          0,                          289.8,                   25
29-09-2023,         0  , 2023, September,           29,         272,           39,          0,                          289.8,                   26
30-09-2023,         0  , 2023, September,           30,         273,           39,          0,                          289.8,                   27
01-06-2024,         0  , 2024, June     ,            1,         153,           22,          0,                            0  ,                    1
02-06-2024,         0  , 2024, June     ,            2,         154,           23,          1,                            0  ,                    2
03-06-2024,         0  , 2024, June     ,            3,         155,           23,          0,                            0  ,                    3
04-06-2024,         0  , 2024, June     ,            4,         156,           23,          0,                            0  ,                    4
05-06-2024,         0  , 2024, June     ,            5,         157,           23,          0,                            0  ,                    5
06-06-2024,         0  , 2024, June     ,            6,         158,           23,          0,                            0  ,                    6
07-06-2024,         0  , 2024, June     ,            7,         159,           23,          0,                            0  ,                    7
08-06-2024,         0  , 2024, June     ,            8,         160,           23,          0,                            0  ,                    8
09-06-2024,         0  , 2024, June     ,            9,         161,           24,          1,                            0  ,                    9
10-06-2024,         0  , 2024, June     ,           10,         162,           24,          0,                            0  ,                   10
11-06-2024,         0  , 2024, June     ,           11,         163,           24,          0,                            0  ,                   11
12-06-2024,         0  , 2024, June     ,           12,         164,           24,          0,                            0  ,                   12
13-06-2024,         0  , 2024, June     ,           13,         165,           24,          0,                            0  ,                   13
14-06-2024,         0  , 2024, June     ,           14,         166,           24,          0,                            0  ,                   14
15-06-2024,         0  , 2024, June     ,           15,         167,           24,          0,                            0  ,                   15
16-06-2024,         0  , 2024, June     ,           16,         168,           25,          1,                            0  ,                   16
17-06-2024,         0  , 2024, June     ,           17,         169,           25,          0,                            0  ,                   17
18-06-2024,         0  , 2024, June     ,           18,         170,           25,          0,                            0  ,                   18
19-06-2024,         0  , 2024, June     ,           19,         171,           25,          0,                            0  ,                   19
20-06-2024,         0  , 2024, June     ,           20,         172,           25,          0,                            0  ,                   20
21-06-2024,         0  , 2024, June     ,           21,         173,           25,          0,                            0  ,                   21
22-06-2024,         0  , 2024, June     ,           22,         174,           25,          0,                            0  ,                   22
23-06-2024,         0  , 2024, June     ,           23,         175,           26,          1,                            0  ,                   23
24-06-2024,         0  , 2024, June     ,           24,         176,           26,          0,                            0  ,                   24
25-06-2024,         0  , 2024, June     ,           25,         177,           26,          0,                            0  ,                   25
26-06-2024,         0  , 2024, June     ,           26,         178,           26,          0,                            0  ,                   26
27-06-2024,         0  , 2024, June     ,           27,         179,           26,          0,                            0  ,                   27
28-06-2024,       228.1, 2024, June     ,           28,         180,           26,          0,                          228.1,                    0
29-06-2024,        15.5, 2024, June     ,           29,         181,           26,          0,                          243.6,                    0
30-06-2024,         5.2, 2024, June     ,           30,         182,           27,          1,                          248.8,                    0
01-07-2024,        30.5, 2024, July     ,            1,         183,           27,          0,                          279.3,                    0
02-07-2024,        60.1, 2024, July     ,            2,         184,           27,          0,                          339.4,                    0
03-07-2024,        25.3, 2024, July     ,            3,         185,           27,          0,                          364.7,                    0
04-07-2024,         0  , 2024, July     ,            4,         186,           27,          0,                          364.7,                    1
05-07-2024,         0  , 2024, July     ,            5,         187,           27,          0,                          364.7,                    2
06-07-2024,         0  , 2024, July     ,            6,         188,           27,          0,                          364.7,                    3
07-07-2024,         0  , 2024, July     ,            7,         189,           28,          1,                          364.7,                    4
08-07-2024,         0  , 2024, July     ,            8,         190,           28,          0,                          364.7,                    5
09-07-2024,         0  , 2024, July     ,            9,         191,           28,          0,                          364.7,                    6
10-07-2024,         0  , 2024, July     ,           10,         192,           28,          0,                          364.7,                    7
11-07-2024,         0  , 2024, July     ,           11,         193,           28,          0,                          364.7,                    8
12-07-2024,         0  , 2024, July     ,           12,         194,           28,          0,                          364.7,                    9
13-07-2024,         0  , 2024, July     ,           13,         195,           28,          0,                          364.7,                   10
14-07-2024,         0  , 2024, July     ,           14,         196,           29,          1,                          364.7,                   11
15-07-2024,         0  , 2024, July     ,           15,         197,           29,          0,                          364.7,                   12
16-07-2024,         0  , 2024, July     ,           16,         198,           29,          0,                          364.7,                   13
17-07-2024,         0  , 2024, July     ,           17,         199,           29,          0,                          364.7,                   14
18-07-2024,         0  , 2024, July     ,           18,         200,           29,          0,                          364.7,                   15
19-07-2024,         0  , 2024, July     ,           19,         201,           29,          0,                          364.7,                   16
20-07-2024,         0  , 2024, July     ,           20,         202,           29,          0,                          364.7,                   17
21-07-2024,         0  , 2024, July     ,           21,         203,           30,          1,                          364.7,                   18
22-07-2024,         0  , 2024, July     ,           22,         204,           30,          0,                          364.7,                   19
23-07-2024,         0  , 2024, July     ,           23,         205,           30,          0,                          364.7,                   20
24-07-2024,         0  , 2024, July     ,           24,         206,           30,          0,                          364.7,                   21
25-07-2024,         0  , 2024, July     ,           25,         207,           30,          0,                          364.7,                   22
26-07-2024,         0  , 2024, July     ,           26,         208,           30,          0,                          364.7,                   23
27-07-2024,         0  , 2024, July     ,           27,         209,           30,          0,                          364.7,                   24
28-07-2024,         0  , 2024, July     ,           28,         210,           31,          1,                          364.7,                   25
29-07-2024,         0  , 2024, July     ,           29,         211,           31,          0,                          364.7,                   26
30-07-2024,         0  , 2024, July     ,           30,         212,           31,          0,                          364.7,                   27
31-07-2024,         0  , 2024, July     ,           31,         213,           31,          0,                          364.7,                   28
01-08-2024,        40  , 2024, August   ,            1,         214,           31,          0,                          404.7,                    0
02-08-2024,        80.1, 2024, August   ,            2,         215,           31,          0,                          484.8,                    0
03-08-2024,        30.5, 2024, August   ,            3,         216,           31,          0,                          515.3,                    0
04-08-2024,         0  , 2024, August   ,            4,         217,           32,          1,                          515.3,                    1
05-08-2024,         0  , 2024, August   ,            5,         218,           32,          0,                          515.3,                    2
06-08-2024,         0  , 2024, August   ,            6,         219,           32,          0,                          515.3,                    3
07-08-2024,         0  , 2024, August   ,            7,         220,           32,          0,                          515.3,                    4
08-08-2024,         0  , 2024, August   ,            8,         221,           32,          0,                          515.3,                    5
09-08-2024,         0  , 2024, August   ,            9,         222,           32,          0,                          515.3,                    6
10-08-2024,         0  , 2024, August   ,           10,         223,           32,          0,                          515.3,                    7
11-08-2024,         0  , 2024, August   ,           11,         224,           33,          1,                          515.3,                    8
12-08-2024,         0  , 2024, August   ,           12,         225,           33,          0,                          515.3,                    9
13-08-2024,         0  , 2024, August   ,           13,         226,           33,          0,                          515.3,                   10
14-08-2024,         0  , 2024, August   ,           14,         227,           33,          0,                          515.3,                   11
15-08-2024,         0  , 2024, August   ,           15,         228,           33,          0,                          515.3,                   12
16-08-2024,         0  , 2024, August   ,           16,         229,           33,          0,                          515.3,                   13
17-08-2024,         0  , 2024, August   ,           17,         230,           33,          0,                          515.3,                   14
18-08-2024,         0  , 2024, August   ,           18,         231,           34,          1,                          515.3,                   15
19-08-2024,         0  , 2024, August   ,           19,         232,           34,          0,                          515.3,                   16
20-08-2024,         0  , 2024, August   ,           20,         233,           34,          0,                          515.3,                   17
21-08-2024,         0  , 2024, August   ,           21,         234,           34,          0,                          515.3,                   18
22-08-2024,         0  , 2024, August   ,           22,         235,           34,          0,                          515.3,                   19
23-08-2024,         0  , 2024, August   ,           23,         236,           34,          0,                          515.3,                   20
24-08-2024,         0  , 2024, August   ,           24,         237,           34,          0,                          515.3,                   21
25-08-2024,         0  , 2024, August   ,           25,         238,           35,          1,                          515.3,                   22
26-08-2024,         0  , 2024, August   ,           26,         239,           35,          0,                          515.3,                   23
27-08-2024,         0  , 2024, August   ,           27,         240,           35,          0,                          515.3,                   24
28-08-2024,         0  , 2024, August   ,           28,         241,           35,          0,                          515.3,                   25
29-08-2024,         0  , 2024, August   ,           29,         242,           35,          0,                          515.3,                   26
30-08-2024,         0  , 2024, August   ,           30,         243,           35,          0,                          515.3,                   27
31-08-2024,         0  , 2024, August   ,           31,         244,           35,          0,                          515.3,                   28
01-09-2024,        60.2, 2024, September,            1,         245,           36,          1,                          575.5,                    0
02-09-2024,       120.1, 2024, September,            2,         246,           36,          0,                          695.6,                    0
03-09-2024,        45.3, 2024, September,            3,         247,           36,          0,                          740.9,                    0
04-09-2024,         0  , 2024, September,            4,         248,           36,          0,                          740.9,                    1
05-09-2024,         0  , 2024, September,            5,         249,           36,          0,                          740.9,                    2
06-09-2024,         0  , 2024, September,            6,         250,           36,          0,                          740.9,                    3
07-09-2024,         0  , 2024, September,            7,         251,           36,          0,                          740.9,                    4
08-09-2024,         0  , 2024, September,            8,         252,           37,          1,                          740.9,                    5
09-09-2024,         0  , 2024, September,            9,         253,           37,          0,                          740.9,                    6
10-09-2024,         0  , 2024, September,           10,         254,           37,          0,                          740.9,                    7
11-09-2024,         0  , 2024, September,           11,         255,           37,          0,                          740.9,                    8
12-09-2024,         0  , 2024, September,           12,         256,           37,          0,                          740.9,                    9
13-09-2024,         0  , 2024, September,           13,         257,           37,          0,                          740.9,                   10
14-09-2024,         0  , 2024, September,           14,         258,           37,          0,                          740.9,                   11
15-09-2024,         0  , 2024, September,           15,         259,           38,          1,                          740.9,                   12
16-09-2024,         0  , 2024, September,           16,         260,           38,          0,                          740.9,                   13
17-09-2024,         0  , 2024, September,           17,         261,           38,          0,                          740.9,                   14
18-09-2024,         0  , 2024, September,           18,         262,           38,          0,                          740.9,                   15
19-09-2024,         0  , 2024, September,           19,         263,           38,          0,                          740.9,                   16
20-09-2024,         0  , 2024, September,           20,         264,           38,          0,                          740.9,                   17
21-09-2024,         0  , 2024, September,           21,         265,           38,          0,                          740.9,                   18
22-09-2024,         0  , 2024, September,           22,         266,           39,          1,                          740.9,                   19
23-09-2024,         0  , 2024, September,           23,         267,           39,          0,                          740.9,                   20
24-09-2024,         0  , 2024, September,           24,         268,           39,          0,                          740.9,                   21
25-09-2024,         0  , 2024, September,           25,         269,           39,          0,                          740.9,                   22
26-09-2024,         0  , 2024, September,           26,         270,           39,          0,                          740.9,                   23
27-09-2024,         0  , 2024, September,           27,         271,           39,          0,                          740.9,                   24
28-09-2024,         0  , 2024, September,           28,         272,           39,          0,                          740.9,                   25
29-09-2024,         0  , 2024, September,           29,         273,           40,          1,                          740.9,                   26
30-09-2024,         0  , 2024, September,           30,         274,           40,          0,                          740.9,                   27
